Project Name,Count packages,Sum LOC,Average LOC,Pareto category
rjenkins_ursus,15,2915,49.40677966,20
RNCryptor_JNCryptor,1,2714,82.24242424,60
robert-bor_aho-corasick,4,2256,50.13333333,40
roboconf_roboconf-platform,143,74742,87.93176471,20
RobotiumTech_robotium,1,8786,172.2745098,60
rocketscience-projects_javaslang,7,83098,164.550495,30
roikku_swift-explorer,27,9993,81.24390244,20
rpau_walkmod-core,22,15578,73.82938389,30
RuedigerMoeller_kontraktor,86,35126,68.20582524,30
ruediste1_btrbck,4,2962,52.89285714,40
ruediste_btrbck,4,2962,52.89285714,40
sailorgeoffrey_ddp-client-java,6,1746,29.1,50
salyh_elasticsearch-river-imap,9,3331,111.0333333,10
salyh_javamail-mock2,2,1546,103.0666667,30
SanderGielisse_Enderstone,29,16269,59.37591241,20
sanity_quickml,88,16979,40.33016627,20
sanjivsingh_stackoverflow-java-sdk,12,13934,129.0185185,30
schema-repo_schema-repo,8,5130,55.16129032,40
scoverage_scoverage-maven-plugin,1,1245,95.76923077,60
scratches_spring-boot-legacy,5,1043,38.62962963,30
scriptella_scriptella-etl,44,23307,64.20661157,30
sd4324530_fastweixin,23,10768,46.21459227,30
sdbg_sdbg,44,27566,68.74314214,20
sdstoehr_har-reader,3,1926,45.85714286,20
seagate_kinetic-java,86,245310,301.3636364,30
searchisko_elasticsearch-river-jira,7,10424,93.07142857,40
searchisko_elasticsearch-river-remote,10,14295,100.6690141,30
searchisko_elasticsearch-river-sysinfo,6,4449,58.53947368,30
sebastiangraf_perfidix,13,6668,67.35353535,30
seleniumQuery_seleniumQuery,120,17700,26.4573991,30
semanticvectors_semanticvectors,13,18558,113.1585366,20
senbox-org_s1tbx,156,134920,122.9899727,30
serenity-bdd_serenity-cucumber,14,3090,20.87837838,20
SharedKnowledge_SharkFW,26,25997,93.51438849,20
sharneng_gm4java,3,2541,74.73529412,20
shazam_fork,40,8062,28.48763251,10
ShifuML_guagua,23,20329,89.95132743,20
shilad_wikibrain,74,58519,76.79658793,30
siacs_Conversations,34,55633,111.266,20
simpligility_android-maven-plugin,43,57555,70.70638821,30
simpligility_android-ndk-maven-plugin,8,3510,83.57142857,20
sindicetech_siren,48,63697,82.29586563,20
sitewhere_sitewhere,348,87354,71.42600164,20
sjamesr_jfreesane,1,2842,86.12121212,60
smola_galimatias,4,4716,90.69230769,20
snazy_ohc,9,16152,91.77272727,30
sockeqwe_fragmentargs,4,2076,122.1176471,20
socketIo4Netty_socketIo4j,5,2861,52.98148148,50
softlayer_softlayer-java,679,307228,95.17596035,10
SomMeri_matasano-cryptopals-solutions,22,7455,49.04605263,30
SonarSource_sonarqube,37,15411,39.82170543,20
sonyxperiadev_gerrit-events,13,11128,85.6,40
SpongePowered_Artemis,4,2106,67.93548387,20
SpongePowered_Mixin,58,39380,95.35108959,20
spotify_crtauth-java,6,2202,52.42857143,50
spotify_docker-client,11,34062,59.65323993,20
spotify_docker-maven-plugin,3,2373,62.44736842,50
spotify_helios,19,33651,61.07259528,30
spotify_trickle,2,2450,38.28125,30
spring-cloud_spring-cloud-cli,14,2432,35.76470588,30
spring-cloud_spring-cloud-config,17,17477,43.36724566,40
spring-cloud_spring-cloud-consul,11,5347,28.9027027,40
spring-projects_spring-data-examples,92,52866,8.143253235,40
spring-projects_spring-data-keyvalue,12,4767,36.66923077,40
spring-projects_spring-integration-java-dsl,19,14639,86.62130178,20
spring-projects_spring-integration-kafka,5,6003,120.06,20
spring-projects_spring-restdocs,24,16619,43.5052356,30
spring-projects_spring-session,31,16777,53.26031746,30
SpringData_spring-data-cassandra,22,9134,43.4952381,30
springdox_springdox,64,22303,31.28050491,20
springer-opensource_omelet,12,4046,67.43333333,20
springfox_springfox,64,22336,31.32678822,20
square_burst,1,1105,19.73214286,60
square_javapoet,2,7018,103.2058824,30
square_moshi,12,26094,62.57553957,40
square_okio,2,5968,129.7391304,40
srikalyc_Sql4D,26,15026,166.9555556,10
stagemonitor_stagemonitor,73,29381,46.56259905,20
statefulj_statefulj,31,5843,48.69166667,20
Steveice10_MCProtocolLib,42,8362,30.29710145,30
stickfigure_objectify-insight,4,1415,34.51219512,40
Stratehm_stratum-proxy,23,10516,92.24561404,20
Stratio_crossdata,2,1774,147.8333333,30
Stratio_flume-ingestion,22,9105,71.69291339,20
Stratio_stratio-ingestion,22,9105,71.69291339,20
Stratio_stratio-meta,2,1774,147.8333333,30
Stratio_stratio-streaming,56,10913,48.93721973,10
Stratio_streaming-cep-engine,56,10913,48.93721973,10
sttc_stateful,5,1327,37.91428571,40
stuartgunter_dropwizard-cassandra,11,1653,22.64383562,30
subchen_jetbrick-template-1x,19,15680,75.74879227,20
subchen_jetbrick-template-2x,38,13736,53.44747082,20
subchen_jetbrick-webmvc,11,3767,28.32330827,20
super-csv_super-csv,27,21392,75.85815603,30
SurveyMan_SurveyMan,18,8744,67.78294574,20
swagger-api_swagger-parser,7,10901,213.745098,30
swookiee_com.swookiee.runtime,17,1881,34.83333333,20
tabulapdf_tabula-java,6,5669,89.98412698,30
takahi-i_likelike,8,2728,59.30434783,20
takari_takari-lifecycle,65,13150,39.96960486,20
takari_takari-local-repository,6,3900,114.7058824,30
takezoe_xlsbeans,10,4118,48.44705882,30
tarql_tarql,2,2591,76.20588235,30
TDesjardins_GWT-OL3-Playground,31,12472,31.49494949,20
tdunning_t-digest,5,9734,81.79831933,50
teamed_qulice,18,12577,28.39051919,40
teamed_requs,9,5666,56.0990099,40
TEAMMATES_repo,28,45302,84.51865672,20
tech-advantage_sonar-gerrit-plugin,9,2340,61.57894737,20
techdev-solutions_trackr-backend,31,4711,26.31843575,30
TechzoneMC_NPCLib,30,4650,45.14563107,20
tectonicus_tectonicus,17,21757,70.18387097,20
tesis-dynaware_graph-editor,25,15728,117.3731343,30
tesseradata_RHIPE,3,13247,203.8,30
thatJavaNerd_JRAW,6,1861,29.078125,20
thechunknetwork_RedisBungee,4,2171,57.13157895,40
TheHolyWaffle_League-of-Legends-XMPP-Chat-Library,5,1858,71.46153846,30
TheHolyWaffle_TeamSpeak-3-Java-API,10,12035,97.05645161,40
thelinmichael_spotify-web-api-java,47,27097,56.68828452,10
TheLQ_PircBotX,12,12536,64.28717949,30
theupswell_appengine-counter,6,4131,89.80434783,30
thm-projects_arsnova-backend,27,18877,52.43611111,30
tiagobento_watertemplate-engine,16,2269,22.02912621,10
timolson_cointrader,11,27628,90.88157895,30
timtiemens_secretshare,11,9794,113.8837209,30
tlaukkan_zigbee4java,94,52007,52.90640895,30
tltv_gantt,16,22280,145.620915,20
TomasMikula_EasyBind,3,1319,30.6744186,40
TomasMikula_ReactFX,11,14684,41.01675978,20
TomasMikula_RichTextFX,15,15850,77.69607843,40
tomaswolf_gerrit-gitblit-plugin,13,14466,162.5393258,20
tomitribe_crest,27,9667,42.77433628,30
tomsteele_burpbuddy,1,1764,47.67567568,60
tracee_tracee,27,6535,32.03431373,30
TrsstProject_trsst,4,6497,259.88,20
trulia_trulia-java-rets-client,6,13402,60.36936937,50
twitter_cloudhopper-commons,32,28925,66.95601852,30
twitter_hpack,4,2976,76.30769231,20
twitter_netty-http2,1,5711,92.11290323,60
tynamo_tapestry-security,15,3230,46.8115942,30
ui4j_ui4j,11,3414,37.51648352,30
unitsofmeasurement_unit-ri,9,11696,90.66666667,20
usc-isi-i2_Web-Karma,77,71344,81.536,20
uwolfer_gerrit-rest-java-client,25,12871,36.56534091,40
valchkou_cassandra-driver-mapping,6,5569,111.38,30
vbauer_avconv4java,6,1574,47.6969697,40
vbauer_caesar,11,1187,26.37777778,30
vbence_stream-m,11,6658,41.6125,20
vert-x3_codegen,14,7462,79.38297872,20
vert-x3_service-proxy,6,2295,76.5,30
vert-x3_vertx-codegen,14,7462,79.38297872,20
vert-x3_vertx-groovy,134,89890,92.38437821,30
vert-x3_vertx-metrics,5,4960,72.94117647,30
vert-x3_vertx-rx,257,178854,112.6284635,40
vibe-project_vibe-java-server,4,1727,71.95833333,20
Vincentyification_JavaBot,12,3950,64.75409836,30
virgo47_javasimon,37,26738,65.21463415,20
viritin_viritin,32,20754,51.49875931,20
vladimirvivien_clamshell-cli,5,1990,56.85714286,50
vmware_upgrade-framework,18,6493,53.66115702,30
vt-middleware_passay,6,8965,68.96153846,30
w3blogfr_zebra-zpl,4,1165,52.95454545,40
wangzw_CppStyle,2,3844,153.76,30
WASdev_standards.jsr352.jbatch,34,15845,56.18794326,30
webdriverextensions_webdriverextensions,13,6184,61.84,20
welovecoding_editorconfig-netbeans,18,5137,60.43529412,40
wendykierp_JTransforms,5,82184,1325.548387,40
WhisperSystems_libaxolotl-android,15,32654,174.6203209,30
WhisperSystems_PushServer,9,1268,36.22857143,30
WhisperSystems_WebSocket-Resources,11,10206,159.46875,30
whois-server-list_public-suffix-list,8,1528,42.44444444,10
wikimedia_search-highlighter,15,18785,53.51851852,40
wildfly-extras_wildfly-camel,19,6847,44.17419355,20
wildfly_wildfly-core,232,436248,87.6880402,20
wix_petri,30,10830,38.54092527,20
wiztools_rest-client,26,12529,54.71179039,30
Wolfgang-Schuetzelhofer_jcypher,58,37748,78.15320911,30
wso2_balana,27,27822,92.12582781,20
wso2_product-esb,68,15305,78.08673469,20
wso2_siddhi,147,134494,106.235387,20
xerial_sqlite-jdbc,8,17451,150.4396552,40
xhanin_jarup,2,1092,54.6,30
XiaoMi_chronos,6,4768,89.96226415,40
XiaoMi_themis,14,10549,64.32317073,30
xmlunit_xmlunit,19,28997,78.37027027,30
xored_yang-ide,48,43455,87.96558704,20
xpqiu_fnlp,75,34280,83.6097561,40
xvik_dropwizard-guicey,72,12873,45.975,10
xvik_guice-validator,17,1385,23.08333333,20
yahoo_artifactory_ssh_proxy,21,8659,53.45061728,30
yahoo_xpath_proto_builder,4,16498,499.9393939,20
yammer_breakerbox,25,2724,32.42857143,20
yammer_tenacity,15,1820,36.4,20
yegor256_netbout,14,11326,48.4017094,40
yfpeng_pengyifan-commons,11,6256,80.20512821,40
Yubico_java-u2flib-server,14,2234,31.91428571,20
zafarkhaja_jsemver,3,4818,70.85294118,30
zillabyte_motherbrain,44,19397,62.77346278,10
zsoltherpai_fluent-jdbc,15,2581,32.2625,10
zutherb_AppStash,66,5328,31.90419162,20
