Index,Repository,Namespace list,Length,Counted
47,exceptionless_Exceptionless,'Exceptionless.Core.Services' 'Exceptionless.Core',2,N
48,exceptionless_Exceptionless,'Exceptionless.Core.Services' 'Exceptionless.Core' 'Exceptionless.Core.Jobs',3,N
49,exceptionless_Exceptionless,'Exceptionless.Core.Utility' 'Exceptionless.Core.Billing' 'Exceptionless.Core',3,N
50,exceptionless_Exceptionless,'Exceptionless.Core.Utility' 'Exceptionless.Core.Billing' 'Exceptionless.Core.Repositories' 'Exceptionless.Core',4,N
51,exceptionless_Exceptionless,'Exceptionless.Core.Utility' 'Exceptionless.Core.Billing' 'Exceptionless.Core.Repositories' 'Exceptionless.Core' 'Exceptionless.Core.Configuration',5,N
52,exceptionless_Exceptionless,'Exceptionless.Core.Validation' 'Exceptionless.Core.Billing' 'Exceptionless.Core' 'Exceptionless.Core.Plugins.EventParser' 'Exceptionless.Core.Extensions',5,N
1,exceptionless_Foundatio,'Foundatio.Caching' 'Foundatio.Utility' 'Foundatio.Lock',3,N
2,exceptionless_Foundatio,'Foundatio.Caching' 'Foundatio.Messaging' 'Foundatio.Utility' 'Foundatio.Lock',4,N
3,exceptionless_Foundatio,'Foundatio.Utility' 'Foundatio.Lock',2,N
4,exceptionless_Foundatio,'Foundatio.Messaging' 'Foundatio.Utility' 'Foundatio.Lock',3,N
5,exceptionless_Foundatio,'Foundatio.Metrics' 'Foundatio.Queues',2,N
1,ezet_evelib,'eZet.EveLib.Core.Cache' 'eZet.EveLib.Core',2,N
2,ezet_evelib,'eZet.EveLib.Core.Cache' 'eZet.EveLib.Core' 'eZet.EveLib.Core.RequestHandlers',3,N
3,ezet_evelib,'eZet.EveLib.Core.Cache' 'eZet.EveLib.Core' 'eZet.EveLib.Core.Util' 'eZet.EveLib.Core.RequestHandlers',4,N
4,ezet_evelib,'eZet.EveLib.Core' 'eZet.EveLib.Core.Cache' 'eZet.EveLib.Core.Util',3,N
5,ezet_evelib,'eZet.EveLib.Core.RequestHandlers' 'eZet.EveLib.Core.Util',2,N
6,ezet_evelib,'eZet.EveLib.Core.Util' 'eZet.EveLib.Core.RequestHandlers' 'eZet.EveLib.Core.Cache',3,N
7,ezet_evelib,'eZet.EveLib.EveMarketDataModule' 'eZet.EveLib.EveMarketDataModule.Models',2,N
8,ezet_evelib,'eZet.EveLib.EveMarketDataModule.JsonConverters' 'eZet.EveLib.EveMarketDataModule.Models',2,N
9,ezet_evelib,'eZet.EveLib.EveXmlModule' 'eZet.EveLib.EveXmlModule.Models.Account',2,N
10,ezet_evelib,'eZet.EveLib.EveXmlModule.Models' 'eZet.EveLib.EveXmlModule.Util',2,N
1,flickr-downloadr_flickr-downloadr-gtk,'FloydPink.Flickr.Downloadr.UI' 'FloydPink.Flickr.Downloadr.UI.Windows',2,N
1,flumbee_mobiledb,'MobileDB.Common.Attributes' 'MobileDB.Common.Validation',2,N
2,flumbee_mobiledb,'MobileDB.Common.Attributes' 'MobileDB.Stores.Json' 'MobileDB.Common.Utilities',3,N
3,flumbee_mobiledb,'MobileDB.Common.Attributes' 'MobileDB.Stores.Json' 'MobileDB.FileSystem' 'MobileDB.Common.Utilities',4,N
4,flumbee_mobiledb,'MobileDB.Common.Attributes' 'MobileDB.Stores.Json' 'MobileDB.FileSystem.Contracts' 'MobileDB.FileSystem' 'MobileDB.Common.Utilities',5,N
5,flumbee_mobiledb,'MobileDB.Common' 'MobileDB.FileSystem.Contracts',2,N
6,flumbee_mobiledb,'MobileDB.Common' 'MobileDB.FileSystem.Contracts' 'MobileDB.FileSystem',3,N
7,flumbee_mobiledb,'MobileDB.Common' 'MobileDB.FileSystem.Contracts' 'MobileDB.FileSystem' 'MobileDB.Common.Utilities',4,N
8,flumbee_mobiledb,'MobileDB.Common.Utilities' 'MobileDB.Common' 'MobileDB.Stores' 'MobileDB.FileSystem.Contracts' 'MobileDB.FileSystem',5,N
9,flumbee_mobiledb,'MobileDB.FileSystem.Contracts' 'MobileDB.Common' 'MobileDB.Stores',3,N
10,flumbee_mobiledb,'MobileDB.Stores' 'MobileDB.Common',2,N
11,flumbee_mobiledb,'MobileDB.Stores.Contracts' 'MobileDB.Common' 'MobileDB.Stores',3,N
12,flumbee_mobiledb,'MobileDB.Stores.Contracts' 'MobileDB.FileSystem' 'MobileDB.Common' 'MobileDB.Stores',4,N
13,flumbee_mobiledb,'MobileDB.FileSystem' 'MobileDB.FileSystem.Contracts',2,N
14,flumbee_mobiledb,'MobileDB.FileSystem' 'MobileDB.Common' 'MobileDB.Stores' 'MobileDB.FileSystem.Contracts',4,N
1,Fortis-Collection_fortis,'Fortis' 'Fortis.Search',2,N
2,Fortis-Collection_fortis,'Fortis.Model.Fields' 'Fortis.Model',2,N
3,Fortis-Collection_fortis,'Fortis.Model.Fields' 'Fortis.Model' 'Fortis.Model.RenderingParameters.Fields',3,N
4,Fortis-Collection_fortis,'Fortis.Model' 'Fortis.Providers',2,N
5,Fortis-Collection_fortis,'Fortis.Model' 'Fortis.Model.Fields' 'Fortis.Providers',3,N
6,Fortis-Collection_fortis,'Fortis.Model' 'Fortis.Model.RenderingParameters.Fields' 'Fortis.Model.Fields' 'Fortis.Providers',4,N
7,Fortis-Collection_fortis,'Fortis.Model.RenderingParameters.Fields' 'Fortis.Model',2,N
1,FransBouma_LinqToSQL2,'System.Data.Linq.BindingLists' 'System.Data.Linq',2,N
2,FransBouma_LinqToSQL2,'System.Data.Linq.BindingLists' 'System.Data.Linq' 'System.Data.Linq.Provider.Common',3,N
3,FransBouma_LinqToSQL2,'System.Data.Linq' 'System.Data.Linq.Mapping',2,N
4,FransBouma_LinqToSQL2,'System.Data.Linq' 'System.Data.Linq.Mapping' 'System.Data.Linq.Provider.Common',3,N
5,FransBouma_LinqToSQL2,'System.Data.Linq' 'System.Data.Linq.Mapping' 'System.Data.Linq.Provider.Common' 'System.Data.Linq.Provider.NodeTypes',4,N
6,FransBouma_LinqToSQL2,'System.Data.Linq.DbEngines.SqlServer' 'System.Data.Linq.Mapping',2,N
7,FransBouma_LinqToSQL2,'System.Data.Linq.DbEngines.SqlServer' 'System.Data.Linq' 'System.Data.Linq.Mapping',3,N
8,FransBouma_LinqToSQL2,'System.Data.Linq.DbEngines.SqlServer' 'System.Data.Linq' 'System.Data.Linq.Mapping' 'System.Data.Linq.Provider.Common',4,N
9,FransBouma_LinqToSQL2,'LinqToSqlShared.Mapping' 'System.Data.Linq.Mapping',2,N
10,FransBouma_LinqToSQL2,'LinqToSqlShared.Mapping' 'System.Data.Linq' 'System.Data.Linq.Mapping',3,N
11,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Common' 'System.Data.Linq.Provider.NodeTypes',2,N
12,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Common' 'System.Data.Linq.Provider.NodeTypes' 'System.Data.Linq',3,N
13,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Expressions' 'System.Data.Linq' 'System.Data.Linq.Provider.Common',3,N
14,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Expressions' 'System.Data.Linq' 'System.Data.Linq.Mapping' 'System.Data.Linq.Provider.Common',4,N
15,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Interfaces' 'System.Data.Linq',2,N
16,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Interfaces' 'System.Data.Linq' 'System.Data.Linq.Provider.Common',3,N
17,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.NodeTypes' 'System.Data.Linq',2,N
18,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Visitors' 'System.Data.Linq',2,N
19,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Visitors' 'System.Data.Linq.Provider.NodeTypes' 'System.Data.Linq',3,N
20,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Visitors' 'System.Data.Linq.Provider.NodeTypes' 'System.Data.Linq' 'System.Data.Linq.Provider.Common',4,N
21,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Visitor' 'System.Data.Linq.Provider.NodeTypes' 'System.Data.Linq.Provider.Common' 'System.Data.Linq.DbEngines.SqlServer',4,N
22,FransBouma_LinqToSQL2,'System.Data.Linq.Provider.Visitor' 'System.Data.Linq.Provider.NodeTypes' 'System.Data.Linq' 'System.Data.Linq.Mapping' 'System.Data.Linq.DbEngines.SqlServer',5,N
1,Geaz_sharpDox,'SharpDox.Build.Roslyn.Parser.ProjectParser' 'SharpDox.Build.Roslyn.Parser',2,N
2,Geaz_sharpDox,'SharpDox.Build' 'SharpDox.Build.Context',2,N
3,Geaz_sharpDox,'SharpDox.Build' 'SharpDox.Build.Context' 'SharpDox.Build.Context.Step',3,N
4,Geaz_sharpDox,'SharpDox.GUI' 'SharpDox.GUI.Controls.ConfigGrid',2,N
5,Geaz_sharpDox,'SharpDox.GUI' 'SharpDox.GUI.Controls.ConfigGrid' 'SharpDox.GUI.Controls.ConfigGrid.Elements',3,N
6,Geaz_sharpDox,'SharpDox.GUI' 'SharpDox.GUI.Controls.ConfigGrid' 'SharpDox.GUI.Controls.ConfigGrid.Elements' 'SharpDox.GUI.Windows',4,N
7,Geaz_sharpDox,'SharpDox.GUI' 'SharpDox.GUI.Controls.ConfigGrid' 'SharpDox.GUI.Controls.ConfigGrid.Elements' 'SharpDox.GUI.Windows' 'SharpDox.GUI.ViewModels',5,N
8,Geaz_sharpDox,'SharpDox.GUI.ViewModels' 'SharpDox.GUI',2,N
9,Geaz_sharpDox,'SharpDox.GUI.ViewModels' 'SharpDox.GUI.Windows' 'SharpDox.GUI',3,N
10,Geaz_sharpDox,'SharpDox.GUI.Windows' 'SharpDox.GUI.ViewModels',2,N
11,Geaz_sharpDox,'SharpDox.Model.CallTree' 'SharpDox.Model.Repository.Members',2,N
12,Geaz_sharpDox,'SharpDox.Model.CallTree' 'SharpDox.Model.Repository' 'SharpDox.Model.Repository.Members',3,N
13,Geaz_sharpDox,'SharpDox.Model' 'SharpDox.Model.Repository',2,N
14,Geaz_sharpDox,'SharpDox.Model' 'SharpDox.Model.Repository' 'SharpDox.Model.Repository.Members',3,N
15,Geaz_sharpDox,'SharpDox.Model.Documentation' 'SharpDox.Model.Documentation.Token',2,N
16,Geaz_sharpDox,'SharpDox.Model.Repository.Members' 'SharpDox.Model.Repository',2,N
17,Geaz_sharpDox,'SharpDox.UML.Class.Model' 'SharpDox.UML.Class',2,N
18,Geaz_sharpDox,'SharpDox.UML.Class.Model' 'SharpDox.UML.Class.Renderer' 'SharpDox.UML.Class',3,N
19,Geaz_sharpDox,'SharpDox.UML.Class.Renderer' 'SharpDox.UML.Class.Model',2,N
20,Geaz_sharpDox,'SharpDox.UML' 'SharpDox.UML.Class',2,N
21,Geaz_sharpDox,'SharpDox.UML' 'SharpDox.UML.Class' 'SharpDox.UML.Class.Model',3,N
22,Geaz_sharpDox,'SharpDox.UML.Sequence' 'SharpDox.UML',2,N
23,Geaz_sharpDox,'SharpDox.UML.Sequence' 'SharpDox.UML.Sequence.Model' 'SharpDox.UML',3,N
24,Geaz_sharpDox,'SharpDox.UML.Sequence.Model' 'SharpDox.UML.Sequence',2,N
1,GeoJSON-Net_GeoJSON.Net,'GeoJSON.Net.Converters' 'GeoJSON.Net',2,N
2,GeoJSON-Net_GeoJSON.Net,'GeoJSON.Net.Converters' 'GeoJSON.Net' 'GeoJSON.Net.Geometry',3,N
3,GeoJSON-Net_GeoJSON.Net,'GeoJSON.Net' 'GeoJSON.Net.Converters' 'GeoJSON.Net.Feature',3,N
4,GeoJSON-Net_GeoJSON.Net,'GeoJSON.Net.Feature' 'GeoJSON.Net.Converters',2,N
5,GeoJSON-Net_GeoJSON.Net,'GeoJSON.Net.Geometry' 'GeoJSON.Net.Converters',2,N
1,GeorgeHahn_SOVND,'SOVND.Client.Modules' 'SOVND.Client',2,N
2,GeorgeHahn_SOVND,'SOVND.Client.Modules' 'SOVND.Client' 'SOVND.Client.ViewModels',3,N
3,GeorgeHahn_SOVND,'SOVND.Client' 'SOVND.Client.Modules' 'SOVND.Client.Util',3,N
4,GeorgeHahn_SOVND,'SOVND.Client' 'SOVND.Client.ViewModels' 'SOVND.Client.Modules' 'SOVND.Client.Util',4,N
5,GeorgeHahn_SOVND,'SOVND.Client' 'SOVND.Client.Views' 'SOVND.Client.ViewModels' 'SOVND.Client.Modules' 'SOVND.Client.Util',5,N
6,GeorgeHahn_SOVND,'SOVND.Client.Util' 'SOVND.Client',2,N
7,GeorgeHahn_SOVND,'SOVND.Client.ViewModels' 'SOVND.Client.Modules' 'SOVND.Client' 'SOVND.Client.Views',4,N
1,googleads_googleads-dotnet-lib,'Google.Api.Ads.AdManager.v201902' 'Wrappers.ActivityGroupService',2,N
2,googleads_googleads-dotnet-lib,'Wrappers.ContentBundleService' 'Google.Api.Ads.AdManager.v201902',2,N
3,googleads_googleads-dotnet-lib,'Wrappers.CreativeService' 'Google.Api.Ads.AdManager.v201902',2,N
4,googleads_googleads-dotnet-lib,'Wrappers.CreativeWrapperService' 'Google.Api.Ads.AdManager.v201902',2,N
5,googleads_googleads-dotnet-lib,'Wrappers.CustomTargetingService' 'Google.Api.Ads.AdManager.v201902',2,N
6,googleads_googleads-dotnet-lib,'Wrappers.CustomFieldService' 'Google.Api.Ads.AdManager.v201902',2,N
7,googleads_googleads-dotnet-lib,'Wrappers.ExchangeRateService' 'Google.Api.Ads.AdManager.v201902',2,N
8,googleads_googleads-dotnet-lib,'Wrappers.ForecastService' 'Google.Api.Ads.AdManager.v201902',2,N
9,googleads_googleads-dotnet-lib,'Wrappers.ActivityService' 'Google.Api.Ads.AdManager.v201902',2,N
10,googleads_googleads-dotnet-lib,'Wrappers.InventoryService' 'Google.Api.Ads.AdManager.v201902',2,N
11,googleads_googleads-dotnet-lib,'Wrappers.LabelService' 'Google.Api.Ads.AdManager.v201902',2,N
12,googleads_googleads-dotnet-lib,'Wrappers.LineItemCreativeAssociationService' 'Google.Api.Ads.AdManager.v201902',2,N
13,googleads_googleads-dotnet-lib,'Wrappers.LineItemService' 'Google.Api.Ads.AdManager.v201902',2,N
14,googleads_googleads-dotnet-lib,'Wrappers.LiveStreamEventService' 'Google.Api.Ads.AdManager.v201902',2,N
15,googleads_googleads-dotnet-lib,'Wrappers.MobileApplicationService' 'Google.Api.Ads.AdManager.v201902',2,N
16,googleads_googleads-dotnet-lib,'Wrappers.NetworkService' 'Google.Api.Ads.AdManager.v201902',2,N
17,googleads_googleads-dotnet-lib,'Wrappers.OrderService' 'Google.Api.Ads.AdManager.v201902',2,N
18,googleads_googleads-dotnet-lib,'Wrappers.PlacementService' 'Google.Api.Ads.AdManager.v201902',2,N
19,googleads_googleads-dotnet-lib,'Wrappers.AdExclusionRuleService' 'Google.Api.Ads.AdManager.v201902',2,N
20,googleads_googleads-dotnet-lib,'Wrappers.PremiumRateService' 'Google.Api.Ads.AdManager.v201902',2,N
21,googleads_googleads-dotnet-lib,'Wrappers.ProductService' 'Google.Api.Ads.AdManager.v201902',2,N
22,googleads_googleads-dotnet-lib,'Wrappers.ProductTemplateService' 'Google.Api.Ads.AdManager.v201902',2,N
23,googleads_googleads-dotnet-lib,'Wrappers.ProposalService' 'Google.Api.Ads.AdManager.v201902',2,N
24,googleads_googleads-dotnet-lib,'Wrappers.ProposalLineItemService' 'Google.Api.Ads.AdManager.v201902',2,N
25,googleads_googleads-dotnet-lib,'Wrappers.RateCardService' 'Google.Api.Ads.AdManager.v201902',2,N
26,googleads_googleads-dotnet-lib,'Wrappers.ReconciliationOrderReportService' 'Google.Api.Ads.AdManager.v201902',2,N
27,googleads_googleads-dotnet-lib,'Wrappers.ReconciliationLineItemReportService' 'Google.Api.Ads.AdManager.v201902',2,N
28,googleads_googleads-dotnet-lib,'Wrappers.ReconciliationReportService' 'Google.Api.Ads.AdManager.v201902',2,N
29,googleads_googleads-dotnet-lib,'Wrappers.AdRuleService' 'Google.Api.Ads.AdManager.v201902',2,N
30,googleads_googleads-dotnet-lib,'Wrappers.ReconciliationReportRowService' 'Google.Api.Ads.AdManager.v201902',2,N
31,googleads_googleads-dotnet-lib,'Wrappers.TeamService' 'Google.Api.Ads.AdManager.v201902',2,N
32,googleads_googleads-dotnet-lib,'Wrappers.UserService' 'Google.Api.Ads.AdManager.v201902',2,N
33,googleads_googleads-dotnet-lib,'Wrappers.UserTeamAssociationService' 'Google.Api.Ads.AdManager.v201902',2,N
34,googleads_googleads-dotnet-lib,'Wrappers.PackageService' 'Google.Api.Ads.AdManager.v201902',2,N
35,googleads_googleads-dotnet-lib,'Wrappers.ProductPackageService' 'Google.Api.Ads.AdManager.v201902',2,N
36,googleads_googleads-dotnet-lib,'Wrappers.ProductPackageItemService' 'Google.Api.Ads.AdManager.v201902',2,N
37,googleads_googleads-dotnet-lib,'Wrappers.ContactService' 'Google.Api.Ads.AdManager.v201902',2,N
38,googleads_googleads-dotnet-lib,'Wrappers.NativeStyleService' 'Google.Api.Ads.AdManager.v201902',2,N
39,googleads_googleads-dotnet-lib,'Wrappers.AdjustmentService' 'Google.Api.Ads.AdManager.v201902',2,N
40,googleads_googleads-dotnet-lib,'Wrappers.DaiAuthenticationKeyService' 'Google.Api.Ads.AdManager.v201902',2,N
41,googleads_googleads-dotnet-lib,'Wrappers.AudienceSegmentService' 'Google.Api.Ads.AdManager.v201902',2,N
42,googleads_googleads-dotnet-lib,'Wrappers.BaseRateService' 'Google.Api.Ads.AdManager.v201902',2,N
43,googleads_googleads-dotnet-lib,'Wrappers.CdnConfigurationService' 'Google.Api.Ads.AdManager.v201902',2,N
44,googleads_googleads-dotnet-lib,'Wrappers.CompanyService' 'Google.Api.Ads.AdManager.v201902',2,N
45,googleads_googleads-dotnet-lib,'Google.Api.Ads.AdWords.v201809' 'Wrappers.AdGroupAdService',2,N
46,googleads_googleads-dotnet-lib,'Google.Api.Ads.AdWords.v201809' 'Wrappers.AdGroupAdService' 'Wrappers.ManagedCustomerService',3,N
47,googleads_googleads-dotnet-lib,'Wrappers.ConstantDataService' 'Google.Api.Ads.AdWords.v201809',2,N
48,googleads_googleads-dotnet-lib,'Wrappers.CustomerService' 'Google.Api.Ads.AdWords.v201809',2,N
49,googleads_googleads-dotnet-lib,'Wrappers.LocationCriterionService' 'Google.Api.Ads.AdWords.v201809',2,N
50,googleads_googleads-dotnet-lib,'Wrappers.ManagedCustomerService' 'Google.Api.Ads.AdWords.v201809',2,N
51,googleads_googleads-dotnet-lib,'Wrappers.MediaService' 'Google.Api.Ads.AdWords.v201809',2,N
52,googleads_googleads-dotnet-lib,'Wrappers.ReportDefinitionService' 'Google.Api.Ads.AdWords.v201809',2,N
53,googleads_googleads-dotnet-lib,'Wrappers.AdwordsUserListService' 'Google.Api.Ads.AdWords.v201809',2,N
54,googleads_googleads-dotnet-lib,'Wrappers.AdwordsUserListService' 'Google.Api.Ads.AdWords.v201809' 'Wrappers.AdGroupAdService',3,N
55,googleads_googleads-dotnet-lib,'Wrappers.CustomAffinityService' 'Google.Api.Ads.AdWords.v201809',2,N
56,googleads_googleads-dotnet-lib,'Wrappers.CustomAffinityService' 'Google.Api.Ads.AdWords.v201809' 'Wrappers.AdGroupAdService',3,N
57,googleads_googleads-dotnet-lib,'Wrappers.BudgetOrderService' 'Google.Api.Ads.AdWords.v201809',2,N
58,googleads_googleads-dotnet-lib,'Wrappers.BudgetOrderService' 'Google.Api.Ads.AdWords.v201809' 'Wrappers.AdGroupAdService',3,N
59,googleads_googleads-dotnet-lib,'Google.Api.Ads.Common.Config' 'Google.Api.Ads.Common.Util' 'Google.Api.Ads.Common.Lib',3,N
60,googleads_googleads-dotnet-lib,'Google.Api.Ads.Common.Config' 'Google.Api.Ads.Common.Util' 'Google.Api.Ads.Common.Logging' 'Google.Api.Ads.Common.Lib',4,N
61,googleads_googleads-dotnet-lib,'Google.Api.Ads.Common.Lib' 'Google.Api.Ads.Common.Logging',2,N
62,googleads_googleads-dotnet-lib,'Google.Api.Ads.Common.Lib' 'Google.Api.Ads.Common.Logging' 'Google.Api.Ads.Common.Util',3,N
63,googleads_googleads-dotnet-lib,'Google.Api.Ads.Common.OAuth' 'Google.Api.Ads.Common.Lib',2,N
64,googleads_googleads-dotnet-lib,'Google.Api.Ads.Common.OAuth' 'Google.Api.Ads.Common.Logging' 'Google.Api.Ads.Common.Lib',3,N
65,googleads_googleads-dotnet-lib,'Google.Api.Ads.Common.Util' 'Google.Api.Ads.Common.Lib',2,N
1,graemechristie_NinjaSettings,'NinjaSettings' 'NinjaSettings.ValueConverters',2,N
1,grokys_Perspex,'Avalonia.Animation' 'Avalonia.Animation.Animators',2,N
2,grokys_Perspex,'Avalonia' 'Avalonia.Data',2,N
3,grokys_Perspex,'Avalonia' 'Avalonia.Diagnostics' 'Avalonia.Data',3,N
4,grokys_Perspex,'Avalonia.Data.Core' 'Avalonia.Data.Core.Parsers',2,N
5,grokys_Perspex,'Avalonia.Diagnostics' 'Avalonia',2,N
6,grokys_Perspex,'Avalonia.Platform' 'Avalonia.Threading',2,N
7,grokys_Perspex,'Avalonia.Reactive' 'Avalonia',2,N
8,grokys_Perspex,'Avalonia.Reactive' 'Avalonia.Threading' 'Avalonia',3,N
9,grokys_Perspex,'Avalonia.Threading' 'Avalonia',2,N
10,grokys_Perspex,'Avalonia.Threading' 'Avalonia' 'Avalonia.Utilities',3,N
11,grokys_Perspex,'Avalonia.Utilities' 'Avalonia',2,N
12,grokys_Perspex,'Avalonia.Markup.Xaml.XamlIl.CompilerExtensions' 'Avalonia.Markup.Xaml.XamlIl.CompilerExtensions.Transformers',2,N
13,grokys_Perspex,'Avalonia.Controls' 'Avalonia.Controls.Primitives',2,N
14,grokys_Perspex,'Avalonia.Controls' 'Avalonia',2,N
15,grokys_Perspex,'Avalonia.Controls' 'Avalonia' 'Avalonia.Controls.ApplicationLifetimes',3,N
16,grokys_Perspex,'Avalonia.Controls' 'Avalonia' 'Avalonia.Platform' 'Avalonia.Controls.Primitives.PopupPositioning',4,N
17,grokys_Perspex,'Avalonia.Controls.ApplicationLifetimes' 'Avalonia.Controls',2,N
18,grokys_Perspex,'Avalonia.Controls.Primitives' 'Avalonia.Controls',2,N
19,grokys_Perspex,'Avalonia.Controls.Primitives' 'Avalonia.Controls' 'Avalonia.Controls.Utils',3,N
20,grokys_Perspex,'Avalonia.Controls.Generators' 'Avalonia.Controls',2,N
21,grokys_Perspex,'Avalonia.Controls.Generators' 'Avalonia.Controls' 'Avalonia.Controls.Primitives',3,N
22,grokys_Perspex,'Avalonia.Controls.Mixins' 'Avalonia.Controls',2,N
23,grokys_Perspex,'Avalonia.Controls.Mixins' 'Avalonia.Controls.Primitives' 'Avalonia.Controls',3,N
24,grokys_Perspex,'Avalonia.Controls.Platform' 'Avalonia.Controls',2,N
25,grokys_Perspex,'Avalonia.Controls.Platform' 'Avalonia.Platform' 'Avalonia.Controls',3,N
26,grokys_Perspex,'Avalonia.Platform' 'Avalonia.Controls',2,N
27,grokys_Perspex,'Avalonia.Platform' 'Avalonia.Controls' 'Avalonia',3,N
28,grokys_Perspex,'Avalonia.Controls.Presenters' 'Avalonia.Controls',2,N
29,grokys_Perspex,'Avalonia.Controls.Presenters' 'Avalonia.Controls' 'Avalonia.Controls.Primitives',3,N
30,grokys_Perspex,'Avalonia.Controls.Primitives.PopupPositioning' 'Avalonia.Platform',2,N
31,grokys_Perspex,'Avalonia.Controls.Primitives.PopupPositioning' 'Avalonia.Controls' 'Avalonia.Platform',3,N
32,grokys_Perspex,'Avalonia.Controls.Shapes' 'Avalonia.Controls',2,N
33,grokys_Perspex,'Avalonia.Controls.Templates' 'Avalonia.Controls',2,N
34,grokys_Perspex,'Avalonia.Controls.Templates' 'Avalonia.Controls' 'Avalonia',3,N
35,grokys_Perspex,'Avalonia.Controls.Utils' 'Avalonia.Controls',2,N
36,grokys_Perspex,'Avalonia.Controls.Utils' 'Avalonia.Controls' 'Avalonia.Controls.Presenters',3,N
37,grokys_Perspex,'Avalonia.Diagnostics' 'Avalonia.Diagnostics.ViewModels',2,N
38,grokys_Perspex,'Avalonia.Direct2D1' 'Avalonia.Direct2D1.Media',2,N
39,grokys_Perspex,'Avalonia.Direct2D1' 'Avalonia.Direct2D1.Media.Imaging' 'Avalonia.Direct2D1.Media',3,N
40,grokys_Perspex,'Avalonia.Direct2D1.Media.Imaging' 'Avalonia.Direct2D1',2,N
41,grokys_Perspex,'Avalonia.Input' 'Avalonia.Platform',2,N
42,grokys_Perspex,'Avalonia.Input.GestureRecognizers' 'Avalonia.Input',2,N
43,grokys_Perspex,'Avalonia.Input.Navigation' 'Avalonia.Input',2,N
44,grokys_Perspex,'Avalonia.Input.Platform' 'Avalonia.Input',2,N
45,grokys_Perspex,'Avalonia.Input.Raw' 'Avalonia.Input',2,N
46,grokys_Perspex,'Avalonia.LinuxFramebuffer' 'Avalonia.LinuxFramebuffer.Output',2,N
47,grokys_Perspex,'Avalonia.LinuxFramebuffer.Input.LibInput' 'Avalonia.LinuxFramebuffer',2,N
48,grokys_Perspex,'Avalonia.Markup.Xaml' 'Avalonia.Markup.Xaml.XamlIl.Runtime',2,N
49,grokys_Perspex,'Avalonia.Markup.Xaml' 'Avalonia.Markup.Xaml.XamlIl' 'Avalonia.Markup.Xaml.XamlIl.Runtime',3,N
50,grokys_Perspex,'Avalonia.Native' 'Avalonia',2,N
51,grokys_Perspex,'Avalonia.Skia' 'Avalonia',2,N
52,grokys_Perspex,'Avalonia.Controls' 'Avalonia',2,N
53,grokys_Perspex,'Avalonia.Controls' 'Avalonia' 'Avalonia.LogicalTree',3,N
54,grokys_Perspex,'Avalonia.Controls' 'Avalonia' 'Avalonia.LogicalTree' 'Avalonia.Styling',4,N
55,grokys_Perspex,'Avalonia.LogicalTree' 'Avalonia.Controls',2,N
56,grokys_Perspex,'Avalonia.Styling' 'Avalonia.LogicalTree',2,N
57,grokys_Perspex,'Avalonia.Styling' 'Avalonia.Controls' 'Avalonia',3,N
58,grokys_Perspex,'Avalonia.Animation.Animators' 'Avalonia.Media',2,N
59,grokys_Perspex,'Avalonia.Animation.Animators' 'Avalonia.Media' 'Avalonia',3,N
60,grokys_Perspex,'Avalonia' 'Avalonia.Animation.Animators',2,N
61,grokys_Perspex,'Avalonia' 'Avalonia.Animation.Animators' 'Avalonia.Media' 'Avalonia.Media.Immutable',4,N
62,grokys_Perspex,'Avalonia.Media' 'Avalonia',2,N
63,grokys_Perspex,'Avalonia.Media.Fonts' 'Avalonia.Media',2,N
64,grokys_Perspex,'Avalonia.Media.Imaging' 'Avalonia' 'Avalonia.Media',3,N
65,grokys_Perspex,'Avalonia.Media.Imaging' 'Avalonia' 'Avalonia.Animation.Animators' 'Avalonia.Media',4,N
66,grokys_Perspex,'Avalonia.Media.Imaging' 'Avalonia' 'Avalonia.Animation.Animators' 'Avalonia.Media' 'Avalonia.Media.Immutable',5,N
67,grokys_Perspex,'Avalonia.Media.Immutable' 'Avalonia.Media',2,N
68,grokys_Perspex,'Avalonia.Media.Immutable' 'Avalonia.Media' 'Avalonia.Animation.Animators',3,N
69,grokys_Perspex,'Avalonia.Platform' 'Avalonia.Media',2,N
70,grokys_Perspex,'Avalonia.Platform' 'Avalonia' 'Avalonia.Media',3,N
71,grokys_Perspex,'Avalonia.Platform' 'Avalonia' 'Avalonia.Animation.Animators' 'Avalonia.Media',4,N
72,grokys_Perspex,'Avalonia.Platform' 'Avalonia' 'Avalonia.Animation.Animators' 'Avalonia.Media' 'Avalonia.Media.Imaging',5,N
73,grokys_Perspex,'Avalonia.Visuals.Platform' 'Avalonia.Media',2,N
74,grokys_Perspex,'Avalonia.Visuals.Platform' 'Avalonia' 'Avalonia.Media',3,N
