Index,Repository,Namespace list,Length,Counted
51,Warewolf-ESB_Warewolf-ESB,'Unlimited.Framework.Converters.Graph.Poco' 'Unlimited.Framework.Converters.Graph' 'Unlimited.Framework.Converters.Graph.String',3,N
52,Warewolf-ESB_Warewolf-ESB,'Unlimited.Framework.Converters.Graph.String.Json' 'Unlimited.Framework.Converters.Graph' 'Unlimited.Framework.Converters.Graph.String',3,N
53,Warewolf-ESB_Warewolf-ESB,'Unlimited.Framework.Converters.Graph.String.Json' 'Dev2.Converters.Graph' 'Unlimited.Framework.Converters.Graph' 'Unlimited.Framework.Converters.Graph.String',4,N
54,Warewolf-ESB_Warewolf-ESB,'Unlimited.Framework.Converters.Graph.String.Xml' 'Unlimited.Framework.Converters.Graph' 'Unlimited.Framework.Converters.Graph.String',3,N
55,Warewolf-ESB_Warewolf-ESB,'Unlimited.Framework.Converters.Graph.String.Xml' 'Dev2.Converters.Graph' 'Unlimited.Framework.Converters.Graph' 'Unlimited.Framework.Converters.Graph.String',4,N
56,Warewolf-ESB_Warewolf-ESB,'Dev2.DynamicServices.Objects' 'Dev2.DynamicServices',2,N
57,Warewolf-ESB_Warewolf-ESB,'Dev2.Interfaces' 'Dev2',2,N
58,Warewolf-ESB_Warewolf-ESB,'Dev2.Data' 'Dev2.Data.SystemTemplates.Models',2,N
59,Warewolf-ESB_Warewolf-ESB,'Dev2.PathOperations' 'Dev2.Data.PathOperations.Operations',2,N
60,Warewolf-ESB_Warewolf-ESB,'Dev2.PathOperations' 'Dev2.Data.PathOperations.Operations' 'Dev2.Data.PathOperations',3,N
61,Warewolf-ESB_Warewolf-ESB,'Dev2.PathOperations' 'Dev2.Data.PathOperations.Operations' 'Dev2.Data.PathOperations' 'Dev2.Data.Interfaces',4,N
62,Warewolf-ESB_Warewolf-ESB,'Dev2.Data.PathOperations' 'Dev2.Data.PathOperations.Operations',2,N
63,Warewolf-ESB_Warewolf-ESB,'Dev2.Data.Util' 'Dev2.DataList.Contract',2,N
64,Warewolf-ESB_Warewolf-ESB,'Dev2.Data.Util' 'Dev2.DataList.Contract' 'Dev2.Data.Parsers',3,N
65,Warewolf-ESB_Warewolf-ESB,'Dev2.Data.Parsers' 'Dev2.DataList.Contract',2,N
66,Warewolf-ESB_Warewolf-ESB,'Dev2.Data.Interfaces' 'Dev2.PathOperations' 'Dev2.Data.PathOperations.Operations',3,N
67,Warewolf-ESB_Warewolf-ESB,'Dev2.Data.Builders' 'Dev2.DataList.Contract',2,N
68,Warewolf-ESB_Warewolf-ESB,'Dev2.Data.Builders' 'Dev2.Data.Util' 'Dev2.DataList.Contract',3,N
69,Warewolf-ESB_Warewolf-ESB,'Dev2.Data.MathOperations' 'Dev2.MathOperations',2,N
70,Warewolf-ESB_Warewolf-ESB,'Dev2.Communication' 'Dev2',2,N
71,Warewolf-ESB_Warewolf-ESB,'Dev2.Communication' 'Dev2.Services.Security' 'Dev2',3,N
72,Warewolf-ESB_Warewolf-ESB,'System.Windows.Controls' 'System.Windows.Automation.Peers',2,N
73,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB.Management.Services' 'Dev2.Runtime.ESB.Management',2,N
74,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB.Management.Services' 'Dev2.Runtime.Hosting' 'Dev2.Runtime.Security',3,N
75,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB.Management.Services' 'Dev2.Runtime.ESB.Management' 'Dev2.Workspaces' 'Dev2.Runtime.Hosting' 'Dev2.Runtime.Security',5,N
76,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB.Management' 'Dev2.Runtime.Interfaces',2,N
77,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB.Management' 'Dev2.Workspaces' 'Dev2.Runtime.Hosting',3,N
78,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB.Management' 'Dev2.Workspaces' 'Dev2.Runtime.Hosting' 'Dev2.Runtime.Interfaces',4,N
79,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.Hosting' 'Dev2.Runtime.Interfaces',2,N
80,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.Hosting' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ServiceModel.Data',3,N
81,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime' 'Dev2.Runtime.ServiceModel.Data' 'Dev2.Runtime.Hosting',3,N
82,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime' 'Dev2.Runtime.ServiceModel.Data' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.Hosting',4,N
83,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime' 'Dev2.Runtime.ServiceModel.Data' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Runtime.ESB.Management.Services',5,N
84,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Workspaces',3,N
85,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Workspaces' 'Dev2.Runtime.Hosting' 'Dev2.Runtime.ServiceModel.Data',5,N
86,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ResourceCatalogImpl' 'Dev2.Runtime.Hosting',2,N
87,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ResourceCatalogImpl' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.Hosting',3,N
88,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ResourceCatalogImpl' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ServiceModel.Data' 'Dev2.Runtime.Hosting',4,N
89,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ResourceCatalogImpl' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Workspaces' 'Dev2.Runtime.Hosting',5,N
90,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.Search' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Runtime.ESB.Management.Services',4,N
91,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.Search' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.Hosting' 'Dev2.Runtime.Security' 'Dev2.Runtime.ESB.Management.Services',5,N
92,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.Security' 'Dev2.Runtime.ESB.Management.Services',2,N
93,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ServiceModel' 'Dev2.Runtime.Security' 'Dev2.Runtime.ESB.Management.Services',3,N
94,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ServiceModel' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Runtime.ESB.Management.Services',4,N
95,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ServiceModel' 'Dev2.Runtime.ServiceModel.Data' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Runtime.ESB.Management.Services',5,N
96,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ServiceModel.Data' 'Dev2.Runtime.Interfaces',2,N
97,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ServiceModel.Esb.Brokers.ComPlugin' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Runtime.ESB.Management.Services' 'Dev2.Runtime.ServiceModel',5,N
98,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ServiceModel.Esb.Brokers' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Runtime.ESB.Management.Services' 'Dev2.Runtime.ServiceModel',5,N
99,Warewolf-ESB_Warewolf-ESB,'Dev2.Workspaces' 'Dev2.Runtime.Hosting' 'Dev2.Runtime.Interfaces' 'Dev2.Runtime.ESB.Management' 'Dev2.Runtime.ESB.Management.Services',5,N
100,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.WebServer' 'Dev2.Runtime.WebServer.Responses',2,N
101,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB.Execution' 'Dev2.Runtime.ESB.Control',2,N
102,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB.Execution' 'Dev2.Runtime.ESB.Control' 'Dev2.Runtime.ESB',3,N
103,Warewolf-ESB_Warewolf-ESB,'Dev2.Runtime.ESB' 'Dev2.Runtime.ESB.Control',2,N
104,Warewolf-ESB_Warewolf-ESB,'Dev2' 'Dev2.ServerLifeCycleWorkers',2,N
105,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core' 'Dev2.Studio.Core.Models',2,N
106,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core' 'Dev2.Studio.Core.Models' 'Dev2.Studio.Core.AppResources.Repositories',3,N
107,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core' 'Dev2.Studio.Core.Models' 'Dev2.Studio.Core.AppResources.Repositories' 'Dev2.Studio.Core.Factories',4,N
108,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core' 'Dev2.Studio.Core.Models' 'Dev2.Studio.Core.AppResources.Repositories' 'Dev2.Studio.Core.Factories' 'Dev2.Studio.Core.Models.DataList',5,N
109,Warewolf-ESB_Warewolf-ESB,'Dev2.ConnectionHelpers' 'Dev2.Studio.Core.Models' 'Dev2.Studio.Core',3,N
110,Warewolf-ESB_Warewolf-ESB,'Dev2.ConnectionHelpers' 'Dev2.Studio.Core.Models' 'Dev2.Studio.Core.AppResources.Repositories' 'Dev2.Studio.Core',4,N
111,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core.DataList' 'Dev2.Studio.ViewModels.DataList',2,N
112,Warewolf-ESB_Warewolf-ESB,'Dev2.DataList' 'Dev2.Studio.ViewModels.DataList',2,N
113,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core.Factories' 'Dev2.Studio.Core.Models' 'Dev2.Studio.Core.AppResources.Repositories',3,N
114,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core.AppResources.Repositories' 'Dev2.Studio.Core.Models',2,N
115,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core.Utils' 'Dev2.Studio.Core' 'Dev2.Studio.Core.Models' 'Dev2.Studio.Core.AppResources.Repositories',4,N
116,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core.Utils' 'Dev2.Studio.Core' 'Dev2.ConnectionHelpers' 'Dev2.Studio.Core.Models' 'Dev2.Studio.Core.AppResources.Repositories',5,N
117,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Interfaces' 'Dev2.Studio.Interfaces.DataList',2,N
118,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Core' 'Dev2.Studio.Interfaces',2,N
119,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio' 'Dev2',2,N
120,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio' 'Dev2' 'Dev2.Studio.ViewModels',3,N
121,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio' 'Dev2' 'Dev2.Studio.ViewModels' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Factory',5,N
122,Warewolf-ESB_Warewolf-ESB,'Dev2.Factory' 'Dev2.Studio',2,N
123,Warewolf-ESB_Warewolf-ESB,'Dev2.Factory' 'Dev2.Studio' 'Dev2.Studio.ViewModels',3,N
124,Warewolf-ESB_Warewolf-ESB,'Dev2.Triggers.QueueEvents' 'Dev2.Triggers',2,N
125,Warewolf-ESB_Warewolf-ESB,'Dev2.Triggers.QueueEvents' 'Dev2.Dialogs' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels' 'Dev2.Triggers',5,N
126,Warewolf-ESB_Warewolf-ESB,'Dev2.Triggers' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels',4,N
127,Warewolf-ESB_Warewolf-ESB,'Dev2.ViewModels.Merge' 'Dev2.ViewModels.Merge.Utils',2,N
128,Warewolf-ESB_Warewolf-ESB,'Dev2.ViewModels.Merge' 'Dev2' 'Dev2.Studio.ViewModels',3,N
129,Warewolf-ESB_Warewolf-ESB,'Dev2.ViewModels.Merge' 'Dev2' 'Dev2.Studio' 'Dev2.Studio.ViewModels',4,N
130,Warewolf-ESB_Warewolf-ESB,'Dev2.ViewModels' 'Dev2.Studio.ViewModels.WorkSurface',2,N
131,Warewolf-ESB_Warewolf-ESB,'Dev2.ViewModels' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Factory' 'Dev2.Studio' 'Dev2.Studio.ViewModels',5,N
132,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels.WorkSurface',2,N
133,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels.Workflow' 'Dev2' 'Dev2.Studio.ViewModels',3,N
134,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Factory' 'Dev2.Studio' 'Dev2.Studio.ActivityDesigners',5,N
135,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ActivityDesigners' 'Dev2.Studio.ViewModels.Workflow',2,N
136,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Diagnostics' 'Dev2.Studio.Factory',2,N
137,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Diagnostics' 'Dev2.Studio.Factory' 'Dev2.Factory' 'Dev2.Studio',4,N
138,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Diagnostics' 'Dev2.Studio.Factory' 'Dev2.Studio.ViewModels.Workflow' 'Dev2' 'Dev2.Studio',5,N
139,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Factory' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels',3,N
140,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Factory' 'Dev2.Factory' 'Dev2.Studio' 'Dev2' 'Dev2.Studio.ViewModels',5,N
141,Warewolf-ESB_Warewolf-ESB,'Dev2.Settings.Logging' 'Dev2.Settings',2,N
142,Warewolf-ESB_Warewolf-ESB,'Dev2.Dialogs' 'Dev2.Studio.ViewModels.Workflow',2,N
143,Warewolf-ESB_Warewolf-ESB,'Dev2.Dialogs' 'Dev2.Studio.Views.Workflow' 'Dev2.Studio.ViewModels.Workflow',3,N
144,Warewolf-ESB_Warewolf-ESB,'Dev2.Settings.Perfcounters' 'Dev2.Settings',2,N
145,Warewolf-ESB_Warewolf-ESB,'Dev2.Settings.Perfcounters' 'Dev2.Dialogs' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels' 'Dev2.Settings',5,N
146,Warewolf-ESB_Warewolf-ESB,'Dev2.Triggers.Scheduler' 'Dev2.Dialogs' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels',4,N
147,Warewolf-ESB_Warewolf-ESB,'Dev2.Triggers.Scheduler' 'Dev2.Dialogs' 'Dev2.Studio.ViewModels.Workflow' 'Dev2' 'Dev2.Studio.ViewModels',5,N
148,Warewolf-ESB_Warewolf-ESB,'Dev2.Settings' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels',4,N
149,Warewolf-ESB_Warewolf-ESB,'Dev2.Settings.Security' 'Dev2.Settings',2,N
150,Warewolf-ESB_Warewolf-ESB,'Dev2.Settings.Security' 'Dev2.Dialogs' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels' 'Dev2.Settings',5,N
151,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels' 'Dev2',2,N
152,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Studio.ViewModels.Workflow',3,N
153,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Factory' 'Dev2.Studio' 'Dev2.Studio.ViewModels',4,N
154,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels.Help' 'Dev2.Studio.ViewModels.WorkSurface',2,N
155,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels.Help' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Factory' 'Dev2.Studio' 'Dev2.Studio.ViewModels',5,N
156,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Views.Workflow' 'Dev2.Dialogs',2,N
157,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels.DependencyVisualization' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels',4,N
158,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.ViewModels.DependencyVisualization' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Factory' 'Dev2.Studio' 'Dev2.Studio.ViewModels',5,N
159,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Views' 'Dev2.Studio.ViewModels',2,N
160,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Views' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels',3,N
161,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Views' 'Dev2.Studio.ViewModels.Workflow' 'Dev2' 'Dev2.Studio.ViewModels',4,N
162,Warewolf-ESB_Warewolf-ESB,'Dev2.Studio.Views' 'Dev2.ViewModels' 'Dev2.Studio.ViewModels.WorkSurface' 'Dev2.Studio.ViewModels.Workflow' 'Dev2.Studio.ViewModels',5,N
163,Warewolf-ESB_Warewolf-ESB,'Dev2.TaskScheduler.Wrappers' 'Dev2.TaskScheduler.Wrappers.Interfaces',2,N
164,Warewolf-ESB_Warewolf-ESB,'WarewolfCOMIPC.Client' 'Warewolf.COMIPC.Client',2,N
1,webformsmvp_webformsmvp,'WebFormsMvp.Binder' 'WebFormsMvp.Web',2,N
2,webformsmvp_webformsmvp,'WebFormsMvp.Binder' 'WebFormsMvp' 'WebFormsMvp.Web',3,N
3,webformsmvp_webformsmvp,'WebFormsMvp' 'WebFormsMvp.Web',2,N
1,welegan_RedisSessionProvider,'RedisSessionProvider.Config' 'RedisSessionProvider',2,N
2,welegan_RedisSessionProvider,'RedisSessionProvider.Config' 'RedisSessionProvider' 'RedisSessionProvider.Serialization',3,N
3,welegan_RedisSessionProvider,'RedisSessionProvider.Redis' 'RedisSessionProvider.Config' 'RedisSessionProvider',3,N
4,welegan_RedisSessionProvider,'RedisSessionProvider.Serialization' 'RedisSessionProvider.Config',2,N
1,weltkante_managed-lzma,'ManagedLzma.LZMA.Master' 'ManagedLzma.LZMA',2,N
2,weltkante_managed-lzma,'ManagedLzma.LZMA.Master' 'ManagedLzma.LZMA' 'ManagedLzma',3,N
3,weltkante_managed-lzma,'ManagedLzma.LZMA' 'ManagedLzma' 'Master' 'ManagedLzma.LZMA.Master',4,N
4,weltkante_managed-lzma,'ManagedLzma.SevenZip.Reader' 'ManagedLzma.SevenZip.Metadata',2,N
5,weltkante_managed-lzma,'ManagedLzma' 'ManagedLzma.LZMA',2,N
6,weltkante_managed-lzma,'Master' 'ManagedLzma.LZMA.Master' 'ManagedLzma.LZMA',3,N
7,weltkante_managed-lzma,'ManagedLzma.LZMA.Master.SevenZip' 'master._7zip.Legacy',2,N
1,wildbunny_metaexchange,'MetaDaemon' 'MetaDaemon.Markets',2,N
2,wildbunny_metaexchange,'WebDaemonShared' 'MetaData',2,N
1,wnmp_wnmp,'Wnmp.Configuration' 'Wnmp' 'Wnmp.UI',3,N
2,wnmp_wnmp,'Wnmp.Programs' 'Wnmp' 'Wnmp.UI',3,N
3,wnmp_wnmp,'Wnmp' 'Wnmp.UI',2,N
4,wnmp_wnmp,'Wnmp.Wnmp.UI' 'Wnmp.UI',2,N
5,wnmp_wnmp,'Wnmp.Updater' 'Wnmp.UI',2,N
6,wnmp_wnmp,'Wnmp.Updater' 'Wnmp' 'Wnmp.UI',3,N
1,worldexplorer_SquareOne,'CsvHelper.Configuration' 'CsvHelper',2,N
2,worldexplorer_SquareOne,'CsvHelper.Configuration' 'CsvHelper.TypeConversion' 'CsvHelper',3,N
3,worldexplorer_SquareOne,'CsvHelper.TypeConversion' 'CsvHelper',2,N
4,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Actions' 'DigitalRune.Windows.TextEditor',2,N
5,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Actions' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor.Formatting',3,N
6,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Actions' 'DigitalRune.Windows.TextEditor' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor.Formatting',4,N
7,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Bookmarks' 'DigitalRune.Windows.TextEditor.Document',2,N
8,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Bookmarks' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor',3,N
9,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor.Bookmarks' 'DigitalRune.Windows.TextEditor.Utilities',3,N
10,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor.Bookmarks' 'DigitalRune.Windows.TextEditor.Utilities' 'DigitalRune.Windows.TextEditor.Highlighting',4,N
11,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor.Bookmarks' 'DigitalRune.Windows.TextEditor.Utilities' 'DigitalRune.Windows.TextEditor.Highlighting' 'DigitalRune.Windows.TextEditor',5,N
12,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Folding' 'DigitalRune.Windows.TextEditor.Document',2,N
13,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Folding' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor',3,N
14,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Formatting' 'DigitalRune.Windows.TextEditor.Document',2,N
15,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Highlighting' 'DigitalRune.Windows.TextEditor.Document',2,N
16,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Highlighting' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor',3,N
17,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Markers' 'DigitalRune.Windows.TextEditor.Document',2,N
18,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Markers' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor',3,N
19,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Utilities' 'DigitalRune.Windows.TextEditor.Document',2,N
20,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor' 'DigitalRune.Windows.TextEditor.Document',2,N
21,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Completion' 'DigitalRune.Windows.TextEditor',2,N
22,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Completion' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor',3,N
23,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Undo' 'DigitalRune.Windows.TextEditor.Document',2,N
24,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Undo' 'DigitalRune.Windows.TextEditor' 'DigitalRune.Windows.TextEditor.Document',3,N
25,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Selection' 'DigitalRune.Windows.TextEditor',2,N
26,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Selection' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor',3,N
27,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Selection' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor.Bookmarks' 'DigitalRune.Windows.TextEditor.Utilities',4,N
28,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Properties' 'DigitalRune.Windows.TextEditor.Highlighting' 'DigitalRune.Windows.TextEditor.Document',3,N
29,worldexplorer_SquareOne,'DigitalRune.Windows.TextEditor.Properties' 'DigitalRune.Windows.TextEditor.Highlighting' 'DigitalRune.Windows.TextEditor.Document' 'DigitalRune.Windows.TextEditor.Formatting',4,N
30,worldexplorer_SquareOne,'Newtonsoft.Json.Bson' 'Newtonsoft.Json' 'Newtonsoft.Json.Converters',3,N
31,worldexplorer_SquareOne,'Newtonsoft.Json.Bson' 'Newtonsoft.Json.Utilities' 'Newtonsoft.Json.Serialization' 'Newtonsoft.Json.Converters',4,N
32,worldexplorer_SquareOne,'Newtonsoft.Json.Bson' 'Newtonsoft.Json.Utilities' 'Newtonsoft.Json.Serialization' 'Newtonsoft.Json' 'Newtonsoft.Json.Converters',5,N
33,worldexplorer_SquareOne,'Newtonsoft.Json' 'Newtonsoft.Json.Converters',2,N
34,worldexplorer_SquareOne,'Newtonsoft.Json' 'Newtonsoft.Json.Converters' 'Newtonsoft.Json.Utilities',3,N
35,worldexplorer_SquareOne,'Newtonsoft.Json' 'Newtonsoft.Json.Converters' 'Newtonsoft.Json.Utilities' 'Newtonsoft.Json.Serialization',4,N
36,worldexplorer_SquareOne,'Newtonsoft.Json.Converters' 'Newtonsoft.Json' 'Newtonsoft.Json.Serialization',3,N
37,worldexplorer_SquareOne,'Newtonsoft.Json.Converters' 'Newtonsoft.Json' 'Newtonsoft.Json.Linq' 'Newtonsoft.Json.Utilities' 'Newtonsoft.Json.Serialization',5,N
38,worldexplorer_SquareOne,'Newtonsoft.Json.Linq' 'Newtonsoft.Json',2,N
39,worldexplorer_SquareOne,'Newtonsoft.Json.Linq' 'Newtonsoft.Json.Utilities' 'Newtonsoft.Json.Serialization',3,N
40,worldexplorer_SquareOne,'Newtonsoft.Json.Linq' 'Newtonsoft.Json.Utilities' 'Newtonsoft.Json.Serialization' 'Newtonsoft.Json',4,N
41,worldexplorer_SquareOne,'Newtonsoft.Json.Linq.JsonPath' 'Newtonsoft.Json.Linq',2,N
42,worldexplorer_SquareOne,'Newtonsoft.Json.Linq.JsonPath' 'Newtonsoft.Json' 'Newtonsoft.Json.Linq',3,N
43,worldexplorer_SquareOne,'Newtonsoft.Json.Linq.JsonPath' 'Newtonsoft.Json' 'Newtonsoft.Json.Converters' 'Newtonsoft.Json.Linq',4,N
44,worldexplorer_SquareOne,'Newtonsoft.Json.Schema' 'Newtonsoft.Json',2,N
45,worldexplorer_SquareOne,'Newtonsoft.Json.Schema' 'Newtonsoft.Json.Linq' 'Newtonsoft.Json',3,N
46,worldexplorer_SquareOne,'Newtonsoft.Json.Serialization' 'Newtonsoft.Json.Utilities',2,N
47,worldexplorer_SquareOne,'Newtonsoft.Json.Serialization' 'Newtonsoft.Json.Utilities' 'Newtonsoft.Json',3,N
48,worldexplorer_SquareOne,'Sq1.Core.Accounting' 'Sq1.Core.Broker' 'Sq1.Core.DataFeed' 'Sq1.Core.Backtesting',4,N
49,worldexplorer_SquareOne,'Sq1.Core.Accounting' 'Sq1.Core.Broker' 'Sq1.Core.DataFeed' 'Sq1.Core' 'Sq1.Core.Repositories',5,N
50,worldexplorer_SquareOne,'Sq1.Core' 'Sq1.Core.Broker',2,N
51,worldexplorer_SquareOne,'Sq1.Core' 'Sq1.Core.Broker' 'Sq1.Core.DataFeed',3,N
